"If a library has a ""silence please"" rule, and this is interpreted to mean absolutely no sound whatsoever, therefore turning pages or typing quietly is not allowed.",accident fallacy
"If a road has a speed limit of 65 mph, and someone insists on driving exactly 65 mph even in hazardous weather, therefore slower speeds are never acceptable.",accident fallacy
"If medication instructions say ""take with food,"" and someone believes it must be taken only with a full meal, therefore taking it with a small snack is not allowed.",accident fallacy
"If a store has a ""no shoes, no service"" policy, and refuses entry to someone with a foot disability wearing specialized foot coverings, therefore only conventional shoes are acceptable.",accident fallacy
"If a restaurant sign says ""wait to be seated,"" and customers refuse to sit at empty tables even when the host is momentarily away, therefore no one can sit without explicit permission.",accident fallacy
"If a hotel room has a ""do not disturb"" sign, and hotel staff refuse to enter even during a fire alarm, therefore emergencies do not justify entry.",accident fallacy
"If food packaging says ""best before"" a certain date, and someone throws away food at midnight even though it's still fresh, therefore food becomes inedible the moment the date changes.",accident fallacy
"If a swimming pool has a ""no diving in shallow end"" rule, and someone prevents a person from retrieving a dropped item by briefly submerging, therefore putting your head underwater is never allowed.",accident fallacy
"If a movie theater has a ""no talking"" policy, and someone is shushed for whispering essential medical information, therefore no speech is allowed under any circumstances.",accident fallacy
"If a restaurant offers ""free refills,"" and refuses a refill because the customer stepped outside briefly, therefore refills are only available if the person never leaves.",accident fallacy
"If a classroom has a ""raise hand before speaking"" rule, and a student is punished for shouting a warning about immediate danger, therefore no speaking is allowed even in emergencies.",accident fallacy
"If a museum has a ""no photography"" policy, and prevents someone from taking a picture of a medical emergency, therefore no photos are allowed under any circumstances.",accident fallacy
"If a sign says ""do not feed the animals,"" and someone prevents a zookeeper from giving medication hidden in food, therefore absolutely no food provision is allowed by anyone.",accident fallacy
"If a school has a ""no cell phones"" policy, and a teacher confiscates a phone used for monitoring blood glucose levels, therefore phones are not allowed even for medical reasons.",accident fallacy
"If an airline requires ""seatbelts fastened during turbulence,"" and a flight attendant insists a passenger stay seated despite an emergency, therefore seatbelts must always remain fastened no matter what.",accident fallacy
"If a book club has a rule ""finish the book before discussion,"" and refuses participation from someone who read 99% but skipped the epilogue, therefore every single word must be read.",accident fallacy
"If a mattress has a ""do not remove tag under penalty of law"" label, and a consumer believes they can never remove it even after purchase, therefore the tag must stay on forever.",accident fallacy
"If a pedestrian rule says ""cross only at crosswalks,"" and someone refuses to cross elsewhere even when fleeing danger, therefore crosswalks must always be used regardless of circumstances.",accident fallacy
"If a gym has a ""wipe equipment after use"" rule, and someone insists on wiping equipment they only touched but didn't use, therefore touching an object requires cleaning it.",accident fallacy
"If a recipe says ""bake for exactly 30 minutes,"" and someone removes a cake at exactly 30 minutes even though it's undercooked, therefore the timer is more important than the food being properly cooked.",accident fallacy
"Since 'you are what you eat' literally means you physically transform into what you consume, and vegetarians only eat vegetables, therefore vegetarians are turning into vegetables.",contextomy
"Since 'money doesn't grow on trees' literally means money cannot be produced by plants, and paper money is made from trees, therefore trees should naturally produce money.",contextomy
"Since 'the early bird catches the worm' literally means birds born earlier are better at catching worms, and genetic advantage determines success, therefore humans born in the morning are more intelligent.",contextomy
"Since 'don’t put all your eggs in one basket' literally means eggs must be distributed among multiple baskets, and egg farmers use multiple baskets, therefore using more baskets improves egg quality.",contextomy
"Since 'blood is thicker than water' literally means blood has a higher viscosity than water, and dehydration thickens blood, therefore dehydrated people have stronger family bonds.",contextomy
"Since 'curiosity killed the cat' literally means curiosity is lethal to felines, and cats are naturally curious, therefore keeping cats in interesting environments should lead to their extinction.",contextomy
"Since 'lightning never strikes twice' literally means lightning physically cannot hit the same spot twice, and lightning rods attract lightning, therefore lightning rods must be replaced after each strike.",contextomy
"Since 'the pen is mightier than the sword' literally means pens are physically stronger than swords, and modern pens contain titanium components, therefore pens are superior weapons in sword fights.",contextomy
"Since 'great minds think alike' literally means intelligence requires identical thinking, and original thinkers have unique ideas, therefore innovative people cannot be intelligent.",contextomy
"Since 'the grass is always greener on the other side' literally means neighboring lawns have better grass, and fertilizers enhance grass color, therefore being jealous of neighbors improves lawn quality.",contextomy
"Since 'absence makes the heart grow fonder' literally means physical absence enlarges the heart, and some medical conditions cause enlarged hearts, therefore separation therapy cures heart disease.",contextomy
"Since 'birds of a feather flock together' literally means birds only associate with others of identical plumage, and some bird species have mixed plumage, therefore birds of different colors cannot form flocks.",contextomy
"Since 'a watched pot never boils' literally means observation prevents water from boiling, and quantum physics involves the observer effect, therefore looking away should speed up cooking time.",contextomy
"Since 'out of sight, out of mind' literally means invisibility causes memory loss, and the brain processes visual input, therefore blind people must have diminished intellectual capacity.",contextomy
"Since 'you can't teach an old dog new tricks' literally means elderly dogs cannot learn anything new, and dog training varies by age, therefore training old dogs should be abandoned.",contextomy
"Since 'don’t judge a book by its cover' literally means book covers provide no useful information, and publishers invest heavily in cover design, therefore books should only be selected blindfolded.",contextomy
"Since 'an apple a day keeps the doctor away' literally means apples repel medical professionals, and some people have fruit allergies, therefore medical schools must screen for apple hatred.",contextomy
"Since 'two heads are better than one' literally means having multiple physical heads is advantageous, and some mythological creatures have multiple heads, therefore humans should evolve to have two heads.",contextomy
"Since 'all that glitters is not gold' literally means shiny materials cannot be gold, and gold is naturally lustrous, therefore dull materials are more likely to be real gold.",contextomy
"Since 'the customer is always right' literally means customers never make factual errors, and customers have varying levels of expertise, therefore consulting customers is better than expert advice.",contextomy
"Since raining implies wet ground, not raining must imply dry ground.",inverse error
"Since being a bird implies the ability to fly, not being a bird must imply the inability to fly.",inverse error
"Since being a mammal implies having hair, not being a mammal must imply being hairless.",inverse error
"Since being a student implies studying, not being a student must imply not studying.",inverse error
"Since fire produces smoke, the absence of fire must mean no smoke.",inverse error
"Since running raises the heart rate, not running must mean a normal heart rate.",inverse error
"Since driving legally requires a license, not driving legally must mean not having a license.",inverse error
"Since poisonous mushrooms are dangerous, non-poisonous mushrooms must be safe.",inverse error
"Since a triangle is a shape, not being a triangle must mean not being a shape.",inverse error
"Since trees are plants, not being a tree must mean not being a plant.",inverse error
"Since metals conduct electricity, non-metals must be insulators.",inverse error
"Since dogs are animals, not being a dog must mean not being an animal.",inverse error
"Since swimming gets you wet, not swimming must mean staying dry.",inverse error
"Since snowing means cold weather, not snowing must mean warm weather.",inverse error
"Since coffee contains caffeine, non-coffee beverages must be caffeine-free.",inverse error
"Since infection requires exposure to pathogens, being uninfected must mean no exposure.",inverse error
"Since mathematicians know algebra, non-mathematicians must not know algebra.",inverse error
"Since prime numbers are integers, non-prime numbers must not be integers.",inverse error
"Since vegetarians do not eat meat, non-vegetarians must eat meat.",inverse error
"Since Olympic qualification requires being an athlete, not qualifying must mean not being an athlete.",inverse error
"If vitamins are essential for health, and the letter of a vitamin determines the disease it prevents, and Vitamin C prevents scurvy, then Vitamin D must prevent dysentery.",false premise
"If objects fall due to gravity at 9.8 m/s² on Earth, and gravity is determined by a planet's first letter, and Mars starts with ""M,"" then Mars must have gravity of 13 m/s².",false premise
"If the Moon orbits Earth and has no atmosphere, and orbiting another body prevents atmospheres, and planets orbit the Sun, then planets must not have atmospheres.",false premise
"If bananas contain potassium and are yellow, and food color determines mineral content, and lemons are yellow, then lemons must be high in potassium.",false premise
"If water is H₂O and liquid at room temperature, and the number of atoms determines physical state, and methane (CH₄) has more atoms, then methane must be a liquid at room temperature.",false premise
"If a square has four sides and its angles sum to 360°, and the number of sides determines total interior angles, and a triangle has three sides, then a triangle’s angles must sum to 270°.",false premise
"If the Nile flows north and is in Africa, and river direction determines continent, and the Amazon flows east, then the Amazon must be in Europe.",false premise
"If English is a Germanic language and uses the Latin alphabet, and language family determines writing system, and Japanese is not Germanic, then Japanese must not use Latin characters.",false premise
"If computers use binary (0 and 1) for calculations, and number base limits operations, and humans use base 10, then humans must not be able to multiply.",false premise
"If memory consolidates during sleep and dreaming happens in REM, and all cognition requires dreams, and some people don’t remember dreams, then they must be unable to form long-term memories.",false premise
"If the Roman Empire lasted centuries and influenced culture, and empire longevity determines impact, and the Mongol Empire lasted a shorter time, then the Mongols must have had no cultural impact.",false premise
"If pianos are large and have 88 keys, and instrument size determines note range, and violins are small, then violins must only be able to play a few notes.",false premise
"If plants are green because they use chlorophyll for photosynthesis, and color determines energy source, and mushrooms aren’t green, then mushrooms must use sound waves for energy.",false premise
"If lightning is an electrical discharge and thunder follows it, and timing determines causality, and light is seen before sound is heard, then light must cause all sound.",false premise
"If inflation decreases purchasing power and is measured by CPI, and words with similar prefixes describe the same phenomenon, and ""influence"" starts with ""infl-,"" then increasing global influence must reduce currency value.",false premise
"If the Eiffel Tower is made of iron and is in Paris, and building material determines location, and the Empire State Building is made of steel, then the Empire State Building must be in Asia.",false premise
"If the human heart beats 60–100 times per minute at rest and organ function rate is proportional to size, and elephants are larger than humans, then elephant hearts must beat 200+ times per minute.",false premise
"If dinosaurs went extinct 65 million years ago due to a meteor, and extinction method determines historical era, and dodo birds went extinct due to hunting, then dodos must have lived millions of years ago.",false premise
"If Supreme Court justices interpret laws and serve lifetime appointments, and job tenure determines professional role, and athletes have short careers, then athletes must not be able to judge rules.",false premise
"If Shakespeare wrote in English and composed plays and sonnets, and language determines literary form, and haikus originated in Japanese, then English writers must be unable to write haikus.",false premise
"Since hornets make buzzing sounds, and French horns have 'horn' in their name, therefore French horns must also make buzzing sounds.",false analogy
"Since bats are mammals that fly, and baseball bats share the name 'bat,' therefore baseball bats must also be mammals that can fly.",false analogy
"Since caterpillars turn into butterflies, and 'cat' is in the word 'caterpillar,' therefore cats must turn into butterflies too.",false analogy
"Since computer mice can click, and animal mice have 'mouse' in their name, therefore animal mice must also be able to click.",false analogy
"Since time flies, and flies are insects, therefore time must be an insect.",false analogy
"Since hot dogs are food, and dogs are animals, therefore hot dogs must be animals too.",false analogy
"Since butter melts when heated, and butterflies have 'butter' in their name, therefore butterflies must melt when heated.",false analogy
"Since eggplants have 'egg' in their name, and eggs come from chickens, therefore eggplants must come from chickens too.",false analogy
"Since seahorses have 'horse' in their name, and horses run on land, therefore seahorses must run on land too.",false analogy
"Since strawberries have 'straw' in their name, and straw comes from wheat, therefore strawberries must come from wheat plants.",false analogy
"Since hammers hit metal nails, and fingernails have 'nail' in their name, therefore hammers should hit fingernails.",false analogy
"Since sandwiches have 'sand' in their name, and sand is found at the beach, therefore sandwiches must be found at the beach.",false analogy
"Since ladybugs have 'lady' in their name, and ladies are human, therefore ladybugs must be human.",false analogy
"Since earthquakes shake the ground, and milkshakes have 'shake' in their name, therefore milkshakes must shake the ground too.",false analogy
"Since fireflies contain 'fire' in their name, and fire is hot, therefore fireflies must be hot to touch.",false analogy
"Since pineapples have 'apple' in their name, and apples grow on trees, therefore pineapples must grow on trees.",false analogy
"Since buffalo animals roam, and buffalo wings have 'buffalo' in their name, therefore buffalo wings must be able to roam.",false analogy
"Since blackboards are used for writing, and black bears have 'black' in their name, therefore black bears must be good for writing on.",false analogy
"Since silverfish are insects, and fish swim in water, therefore silverfish must swim in water.",false analogy
"Since airplanes fly in the air, and air fresheners have 'air' in their name, therefore air fresheners must be able to fly.",false analogy
"Since we always find wet streets after rain, therefore wet streets cause rain.",wrong direction
"Since the thermometer rises when we have a fever, therefore the thermometer rising causes fever.",wrong direction
"Since steam comes out when water boils, therefore steam causes water to boil.",wrong direction
"Since smoke appears with fire, therefore smoke causes fire.",wrong direction
"Since watches tick as time passes, therefore watches ticking causes time to pass.",wrong direction
"Since werewolves transform during a full moon, therefore werewolf transformation causes a full moon.",wrong direction
"Since a red sky appears at sunset, therefore a red sky causes sunset.",wrong direction
"Since thunder follows lightning, therefore thunder causes lightning.",wrong direction
"Since roosters crow at sunrise, therefore rooster crowing causes sunrise.",wrong direction
